Protein	BinNumber	BinName	TrivialName
at4g00180	GMM:33.99	development.unspecified	YAB3
at2g24645	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family	35.2
at1g80620	GMM:29.2.1.1.3.1.15	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S15	35.2
at3g01420	GMM:20.2	stress.abiotic	DOX1;DIOX1;ALPHA-DOX1;PADOX-1
at1g24540	GMM:26.10	misc.cytochrome P450	CYP86C1
at1g36927	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at5g38030	GMM:34.99	transport.misc	35.2
at1g31430	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at3g23380	GMM:30.5	signalling.G-proteins	RIC5
at3g44580	35.2	35.2	35.2
at1g59890	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	SNL5
at4g00860	GMM:20	stress	AT0ZI1;ATOZI1
at3g06475	35.2	35.2	35.2
at1g35650	GMM:29.5.3	protein.degradation.cysteine protease	35.2
at1g26470	35.2	35.2	35.2
at4g23740	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	35.2
at4g36197	GMM:29.2.7.1.6	protein.synthesis.transfer RNA.nucleus.tRNA-Glu	35.2
at2g42100	GMM:31.1	cell.organisation	35.2
at5g43180	35.2	35.2	35.2
at4g29620	GMM:23.2	nucleotide metabolism.degradation	35.2
atcg00280	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	PSBC
at5g06970	35.2	35.2	35.2
at2g46060	GMM:35.1	not assigned.no ontology	35.2
at5g34867	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g20310	35.2	35.2	RIN13
at1g60530	GMM:26.17	misc.dynamin	DRP4A
at3g62330	GMM:27.3.73	RNA.regulation of transcription.Zn-finger(CCHC)	35.2
at2g17670	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at4g13660	GMM:16.8.5.1	secondary metabolism.flavonoids.isoflavonols.isoflavone reductase	ATPRR2
at4g38230	GMM:30.3	signalling.calcium	ATCPK26;CPK26
at1g29418	35.2	35.2	35.2
at1g03030	GMM:23.3.2.2	nucleotide metabolism.salvage.nucleoside kinases.uridine kinase	35.2
at2g42560	GMM:35.1.22	not assigned.no ontology.late embryogenesis abundant domain-containing protein	35.2
at5g11810	35.2	35.2	35.2
at1g80220	35.2	35.2	35.2
atmg01140	35.2	35.2	ORF152B
at2g05720	GMM:27.1	RNA.processing	35.2
atmg00450	35.2	35.2	ORF106B
at3g04675	35.2	35.2	35.2
at3g02855	35.2	35.2	35.2
at5g33226	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g18860	GMM:23.2	nucleotide metabolism.degradation	35.2
at3g19515	35.2	35.2	35.2
at3g46911	GMM:29.5.11.4.3.3	protein.degradation.ubiquitin.E3.SCF.cullin	35.2
at4g15130	GMM:11.3.6	lipid metabolism.phospholipid synthesis.choline-phosphate cytidylyltransferase	CCT2;ATCCT2
at3g42690	GMM:29.5.3	protein.degradation.cysteine protease	35.2
at2g07290	35.2	35.2	35.2
atcg00300	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	YCF9
at1g03390	GMM:29.4	protein.postranslational modification	35.2
at3g21920	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at2g02840	35.2	35.2	35.2
at4g30872	GMM:32	"micro RNA, natural antisense etc"	35.2
atmg00120	35.2	35.2	ORF143
at2g07769	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g50070	GMM:29.2.7.1.11	protein.synthesis.transfer RNA.nucleus.tRNA-Leu	35.2
at4g21926	35.2	35.2	35.2
at1g06925	35.2	35.2	35.2
at3g46710	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at4g04320	GMM:11.1.20	lipid metabolism.FA synthesis and FA elongation.MCD	35.2
atmg00870	35.2	35.2	ORF184
at5g11460	GMM:33.99	development.unspecified	35.2
at1g42690	35.2	35.2	35.2
at1g40121	35.2	35.2	35.2
at5g37370	GMM:27.1.1	RNA.processing.splicing	ATSRL1
at1g40080	35.2	35.2	35.2
at1g64270	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at3g10610	GMM:29.2.1.2.1.17	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S17	35.2
at2g36410	35.2	35.2	35.2
at1g06660	35.2	35.2	35.2
at1g07030	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane	35.2
at1g45163	35.2	35.2	35.2
at4g14370	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at2g42790	GMM:6.1	gluconeogenesis / glyoxylate cycle.citrate synthase	CSY3
at5g09805	GMM:33.99	development.unspecified	IDL3
at3g09400	GMM:29.4	protein.postranslational modification	PLL3
at2g21010	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	35.2
at4g29560	35.2	35.2	35.2
at2g20810	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	GAUT10;LGT4
at1g07903	35.2	35.2	35.2
at5g05910	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at2g12620	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g01021	35.2	35.2	35.2
at1g32950	GMM:29.5.1	protein.degradation.subtilases	35.2
at5g09715	35.2	35.2	35.2
at3g50850	35.2	35.2	35.2
at3g28915	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at4g22785	GMM:29.2.7.1.12	protein.synthesis.transfer RNA.nucleus.tRNA-Lys	35.2
at3g33175	35.2	35.2	35.2
at4g11850	GMM:11.9.3.1	lipid metabolism.lipid degradation.lysophospholipases.phospholipase D	PLDGAMMA1;MEE54
at1g64455	GMM:35.2	not assigned.unknown	35.2
at1g44000	35.2	35.2	35.2
at5g64640	GMM:10.8.99	cell wall.pectinesterases.misc	35.2
at4g05265	35.2	35.2	35.2
atmg01400	35.2	35.2	ORF105B
at3g28510	GMM:29.5.9	protein.degradation.AAA type	35.2
at5g51590	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at4g11720	35.2	35.2	35.2
at1g64510	GMM:29.2.1.1.1.1.6	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S6	35.2
at1g03340	35.2	35.2	35.2
at4g06510	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g61330	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g44410	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at3g05425	35.2	35.2	35.2
at4g05500	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g05075	35.2	35.2	35.2
at5g43660	GMM:35.2	not assigned.unknown	35.2
at1g41900	GMM:31.1	cell.organisation	35.2
at5g12880	GMM:10.5.4	cell wall.cell wall proteins.HRGP	35.2
at2g07641	GMM:35.2	not assigned.unknown	35.2
at1g62780	35.2	35.2	35.2
atcg00310	GMM:29.2.7.2.8	protein.synthesis.transfer RNA.plastid.tRNA-Gly	35.2
at4g08985	35.2	35.2	35.2
at3g29762	GMM:31.4	cell.vesicle transport	35.2
at2g22000	GMM:20.1.3	stress.biotic.signalling	PROPEP6
at2g37960	35.2	35.2	35.2
at4g08995	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at2g21390	GMM:31.4	cell.vesicle transport	35.2
at2g01275	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at1g53285	35.2	35.2	35.2
at4g18430	GMM:30.5	signalling.G-proteins	RABA1e;AtRABA1e
at1g68130	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	IDD14;AtIDD14
at3g05575	35.2	35.2	35.2
at2g25880	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification	AUR2;AtAUR2
at2g32910	35.2	35.2	35.2
at1g04693	35.2	35.2	35.2
at2g09862	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at1g37036	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at2g04090	GMM:34.99	transport.misc	35.2
at4g29190	GMM:27.3.12	RNA.regulation of transcription.C3H zinc finger family	35.2
at1g06850	GMM:27.3.35	RNA.regulation of transcription.bZIP transcription factor family	AtbZIP52;bZIP52
at5g52380	GMM:27.3.73	RNA.regulation of transcription.Zn-finger(CCHC)	35.2
at2g18280	GMM:31.1	cell.organisation	AtTLP2;TLP2
at5g09620	GMM:35.1	not assigned.no ontology	35.2
at2g23250	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	UGT84B2
at1g09333	35.2	35.2	35.2
at1g23420	GMM:27.3.10	RNA.regulation of transcription.C2C2(Zn) YABBY family	35.2
at4g15560	GMM:16.1.1.1	secondary metabolism.isoprenoids.non-mevalonate pathway.DXS	DXS;CLA1;DXPS2;CLA;DEF
at1g08543	35.2	35.2	35.2
at4g21420	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g26210	GMM:26.10	misc.cytochrome P450	CYP71B23
at3g29786	35.2	35.2	35.2
at4g33990	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	EMB2758
at2g26220	GMM:34.8	transport.metabolite transporters at the envelope membrane	35.2
at1g06663	35.2	35.2	35.2
at3g26125	GMM:26.10	misc.cytochrome P450	CYP86C2
at2g01010	GMM:29.2.6	protein.synthesis.ribosomal RNA	35.2
at1g15560	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at4g29600	GMM:23.2	nucleotide metabolism.degradation	35.2
at5g06580	GMM:26.7	"misc.oxidases - copper, flavone etc"	35.2
at4g09370	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase	35.2
at2g03935	35.2	35.2	35.2
at3g33225	35.2	35.2	35.2
at4g04313	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at3g62430	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g28020	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at1g09833	35.2	35.2	35.2
at1g17240	GMM:20.1	stress.biotic	AtRLP2;RLP2
at1g30740	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	35.2
at1g08657	35.2	35.2	35.2
at5g12970	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	35.2
at1g07443	35.2	35.2	35.2
at2g04350	GMM:11.1.9	lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase	LACS8
at1g44120	GMM:35.1.3	not assigned.no ontology.armadillo/beta-catenin repeat family protein	35.2
at4g20362	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g22630	35.2	35.2	35.2
at3g02395	35.2	35.2	35.2
at3g12620	GMM:29.4	protein.postranslational modification	35.2
at3g32043	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at1g09937	35.2	35.2	35.2
at3g59230	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g29725	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at3g48208	35.2	35.2	35.2
at4g10480	GMM:29.2.4	protein.synthesis.elongation	35.2
at5g59530	GMM:17.5.1	hormone metabolism.ethylene.synthesis-degradation	35.2
at4g28005	35.2	35.2	35.2
at5g23010	GMM:16.5.1.1.1.2	secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.methylthioalkylmalate synthase (MAM)	MAM1;IMS3
at2g22820	35.2	35.2	35.2
at1g40074	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g23908	35.2	35.2	35.2
at4g22250	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at5g46750	GMM:33.99	development.unspecified	AGD9
at3g25265	GMM:20.1.7	stress.biotic.PR-proteins	LCR4
at2g37030	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at2g07815	35.2	35.2	35.2
at5g08685	35.2	35.2	35.2
at1g52370	GMM:29.2.1.1.1.2.22	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L22	35.2
at1g01970	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at3g54310	35.2	35.2	35.2
at2g36835	35.2	35.2	35.2
at1g17950	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	ATMYB52;BW52;MYB52
at1g49800	35.2	35.2	35.2
at1g78910	GMM:29.1.30	protein.aa activation.pseudouridylate synthase	35.2
at5g66350	GMM:27.3.34	RNA.regulation of transcription.orphan family	SHI
at2g08775	35.2	35.2	35.2
at3g25597	35.2	35.2	35.2
at1g61140	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors	EDA16
at5g39560	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g45530	35.2	35.2	35.2
at3g48057	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g27300	GMM:33.99	development.unspecified	ANAC040;NTL8
at1g77280	GMM:29.4.1.56	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VI	35.2
at2g30984	GMM:32	"micro RNA, natural antisense etc"	35.2
at3g19780	GMM:35.2	not assigned.unknown	35.2
at1g50420	GMM:33.99	development.unspecified	SCL-3;SCL3
at3g25221	35.2	35.2	35.2
at4g09215	35.2	35.2	35.2
at1g44090	GMM:17.6.1.11	hormone metabolism.gibberelin.synthesis-degradation.GA20 oxidase	ATGA20OX5;GA20OX5
at4g00238	GMM:27.3.49	RNA.regulation of transcription.GeBP like	35.2
at2g03895	35.2	35.2	35.2
at2g09725	35.2	35.2	35.2
at1g06400	GMM:30.5	signalling.G-proteins	ARA-2;ARA2;ATRABA1A;ATRAB11E
at1g19090	GMM:30.2.17	signalling.receptor kinases.DUF 26	RKF2
at1g15110	GMM:11.3	lipid metabolism.phospholipid synthesis	35.2
at3g32895	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g17830	35.2	35.2	35.2
at2g32460	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	ATM1;MYB101;ATMYB101
at5g59170	GMM:35.1.42	not assigned.no ontology.proline rich family	35.2
at4g19880	GMM:26.9	misc.glutathione S transferases	35.2
at3g61113	35.2	35.2	35.2
at3g29400	GMM:31.4	cell.vesicle transport	ATEXO70E1;EXO70E1
at4g22600	35.2	35.2	35.2
at5g35150	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at2g13610	GMM:34.16	transport.ABC transporters and multidrug resistance systems	35.2
at3g25716	35.2	35.2	35.2
at3g07865	35.2	35.2	35.2
at1g77000	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	SKP2B;ATSKP2;2
at5g22792	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g63790	GMM:33.99	development.unspecified	NAC102;ANAC102
at3g07315	35.2	35.2	35.2
at1g31720	GMM:35.2	not assigned.unknown	35.2
at1g01270	GMM:29.2.7.1.7	protein.synthesis.transfer RNA.nucleus.tRNA-Gln	35.2
at1g08440	35.2	35.2	35.2
at5g28530	GMM:30.11	signalling.light	FRS10
at5g01505	35.2	35.2	35.2
at1g42365	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g10530	35.2	35.2	35.2
at5g32406	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g44920	35.2	35.2	35.2
at1g05417	35.2	35.2	35.2
at2g40004	35.2	35.2	35.2
at2g09445	35.2	35.2	35.2
at1g04037	35.2	35.2	35.2
at5g09655	GMM:29.2.7.1.20	protein.synthesis.transfer RNA.nucleus.tRNA-Val	35.2
at2g20760	35.2	35.2	35.2
at1g24210	GMM:35.1.25	not assigned.no ontology.paired amphipathic helix repeat-containing protein	35.2
at2g21350	35.2	35.2	35.2
at2g46495	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at2g07500	GMM:28.99	DNA.unspecified	35.2
at4g20200	GMM:16.1.5	secondary metabolism.isoprenoids.terpenoids	35.2
at2g38580	GMM:35.2	not assigned.unknown	35.2
at4g08953	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at2g19980	GMM:20.2.99	stress.abiotic.unspecified	35.2
at4g05950	35.2	35.2	35.2
at3g14560	35.2	35.2	35.2
at2g47260	GMM:27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family	ATWRKY23;WRKY23
at1g44570	35.2	35.2	35.2
at3g16390	GMM:17.7.3;GMM:26.16;GMM:16.5.1.3.2	hormone metabolism.jasmonate.induced-regulated-responsive-activated;misc.myrosinases-lectin-jacalin;secondary metabolism.sulfur-containing.glucosinolates.degradation.nitrilespecifier protein	NSP3
at2g31180	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	MYB14AT;MYB14;ATMYB14
at1g36185	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g68390	35.2	35.2	35.2
at4g18770	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	AtMYB98;MYB98
at4g16190	GMM:29.5.3	protein.degradation.cysteine protease	35.2
at4g15025	GMM:35.2	not assigned.unknown	35.2
at3g42350	35.2	35.2	35.2
at4g02610	GMM:13.1.6.5.5	amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase	35.2
at1g10910	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at5g57510	35.2	35.2	35.2
at1g01620	GMM:34.19.1	transport.major intrinsic proteins.PIP	PIP1C;PIP1;3;TMP-B
at2g10014	35.2	35.2	35.2
at1g52700	GMM:11.9.3.2	lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase	35.2
at5g29565	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g46560	GMM:29.3.2	protein.targeting.mitochondria	emb2474
at1g23450	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at2g07772	35.2	35.2	35.2
at3g03590	35.2	35.2	35.2
at5g14105	35.2	35.2	35.2
at5g04960	GMM:10.8.1	cell wall.pectinesterases.PME	35.2
at3g04620	35.2	35.2	35.2
at5g09360	GMM:16.10	secondary metabolism.simple phenols	LAC14
at5g28927	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at5g10336	35.2	35.2	35.2
at4g03980	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at1g26670	GMM:31.4	cell.vesicle transport	VTI1B;VTI12;ATVTI12
at3g10185	GMM:17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	35.2
at5g54020	GMM:35.2	not assigned.unknown	35.2
at4g17980	GMM:33.99	development.unspecified	anac071;NAC071
at1g63400	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at2g34540	35.2	35.2	35.2
at4g23950	35.2	35.2	35.2
at5g24020	GMM:31.2.5	cell.division.plastid	MIND;ATMIND1;ARC11
at5g01220	GMM:11.10.4	lipid metabolism.glycolipid synthesis.sulfolipid synthase	35.2
at5g06300	GMM:13.2.3.5.1	amino acid metabolism.degradation.aspartate family.lysine.lysine decarboxylase	35.2
at2g14910	35.2	35.2	35.2
at5g61940	GMM:29.5.11	protein.degradation.ubiquitin	35.2
at3g02730	GMM:21.1	redox.thioredoxin	ATF1;TRXF1
at3g58860	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g05390	GMM:16.10	secondary metabolism.simple phenols	LAC12
at5g15680	35.2	35.2	35.2
at1g14310	35.2	35.2	35.2
at2g03370	GMM:35.2	not assigned.unknown	35.2
at4g04078	35.2	35.2	35.2
at2g07245	35.2	35.2	35.2
at2g39130	GMM:34.3	transport.amino acids	35.2
at3g30170	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at2g19530	35.2	35.2	35.2
at4g22220	GMM:29.8	protein.assembly and cofactor ligation	ISU1;ATISU1
at2g11070	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at5g38743	GMM:35.2	not assigned.unknown	35.2
at5g36480	35.2	35.2	35.2
at4g08113	GMM:31.1	cell.organisation	35.2
at4g12980	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at2g16000	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at2g48110	35.2	35.2	MED33B;REF4
at5g66230	35.2	35.2	35.2
at2g47330	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at1g38203	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g56105	GMM:35.2	not assigned.unknown	35.2
at2g36370	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g65430	GMM:30.7	signalling.14-3-3 proteins	GF14 KAPPA;GRF8;14-3-3KAPPA
at5g24180	GMM:11.9.2	lipid metabolism.lipid degradation.lipases	35.2
at5g44635	GMM:28.1	DNA.synthesis/chromatin structure	MCM6
at4g29740	GMM:17.4.1	hormone metabolism.cytokinin.synthesis-degradation	ATCKX4;CKX4
at3g58060	GMM:34.12	transport.metal	35.2
at4g00460	GMM:30.5	signalling.G-proteins	ATROPGEF3;ROPGEF3
at3g62150	GMM:34.16	transport.ABC transporters and multidrug resistance systems	PGP21
at3g01380	GMM:35.1	not assigned.no ontology	35.2
at2g25980	GMM:17.7.3	hormone metabolism.jasmonate.induced-regulated-responsive-activated	35.2
at1g09455	35.2	35.2	35.2
at5g52415	35.2	35.2	35.2
at4g16748	35.2	35.2	35.2
at5g04855	35.2	35.2	35.2
at5g58120	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at1g61640	GMM:35.1.1	not assigned.no ontology.ABC1 family protein	35.2
at1g05760	GMM:20.1	stress.biotic	RTM1
at3g05835	GMM:29.2.7.1.10	protein.synthesis.transfer RNA.nucleus.tRNA-Ile	35.2
at4g10710	GMM:27.3.52	RNA.regulation of transcription.global transcription factor group	SPT16
at1g70510	GMM:27.3.22	RNA.regulation of transcription.homeobox transcription factor family (HB)	ATK1;KNAT2
at1g68550	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	35.2
at1g36050	35.2	35.2	35.2
at1g10610	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	35.2
at3g51540	GMM:35.1	not assigned.no ontology	35.2
at3g21670	GMM:34.4	transport.nitrate	35.2
at1g04790	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at2g21750	35.2	35.2	35.2
at3g29255	GMM:16.1	secondary metabolism.isoprenoids	35.2
at4g29550	GMM:35.2	not assigned.unknown	35.2
at5g57690	GMM:11.3.5	lipid metabolism.phospholipid synthesis.diacylglycerol kinase	DGK4;ATDGK4
at2g00620	35.2	35.2	35.2
at3g44820	GMM:30.11	signalling.light	35.2
at4g04625	35.2	35.2	35.2
at1g79120	GMM:35.2	not assigned.unknown	35.2
at2g36900	GMM:31.4	cell.vesicle transport	ATMEMB11;MEMB11
at1g52260	GMM:21.1.1	redox.thioredoxin.PDIL	ATPDIL1-5;PDIL1-5;ATPDI3
at3g30630	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g18400	GMM:33.99	development.unspecified	anac058;NAC058
at4g22240	GMM:31.1	cell.organisation	35.2
at3g12970	35.2	35.2	35.2
at3g05735	35.2	35.2	35.2
at4g02875	35.2	35.2	35.2
at3g04650	35.2	35.2	35.2
at5g16260	GMM:27.4	RNA.RNA binding	ELF9
at3g26080	GMM:31.1	cell.organisation	35.2
at4g06430	35.2	35.2	35.2
at5g24190	35.2	35.2	35.2
at3g30300	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at1g67330	35.2	35.2	35.2
at1g09955	35.2	35.2	35.2
at2g13100	GMM:34.98	transport.membrane system unknown	35.2
at1g70130	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at3g10210	35.2	35.2	35.2
at1g64110	GMM:29.5.9	protein.degradation.AAA type	35.2
at5g44790	GMM:34.12	transport.metal	HMA7
at4g32215	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g13885	GMM:28.99	DNA.unspecified	35.2
at3g11415	35.2	35.2	35.2
at5g01215	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g08250	35.2	35.2	35.2
at3g61140	GMM:30.11.1	signalling.light.COP9 signalosome	EMB78;CSN1;FUS6;ATSK31;SK31;ATFUS6;COP11
at1g73700	GMM:34.99	transport.misc	35.2
at1g29071	GMM:29.2.2.3.2	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNAs	35.2
at5g13580	GMM:34.16	transport.ABC transporters and multidrug resistance systems	35.2
at4g10265	35.2	35.2	35.2
at3g48750	GMM:31.3	cell.cycle	CDK2;CDC2AAT;CDKA;1;CDC2;CDKA1;CDC2A
at2g17220	GMM:29.4.1.57	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII	35.2
at5g55330	GMM:16.7	secondary metabolism.wax	35.2
at5g58370	GMM:35.2	not assigned.unknown	35.2
at1g48740	GMM:35.2	not assigned.unknown	35.2
at4g02300	GMM:10.8.99	cell wall.pectinesterases.misc	35.2
at2g18323	35.2	35.2	35.2
at5g10210	35.2	35.2	35.2
at3g33010	35.2	35.2	35.2
at3g06870	GMM:35.1.42	not assigned.no ontology.proline rich family	35.2
at4g38670	GMM:20.1	stress.biotic	35.2
at2g16280	GMM:16.7	secondary metabolism.wax	KCS9
at2g03480	GMM:20.2.3	stress.abiotic.drought/salt	QUL2
at5g65165	GMM:8.1.7	TCA / organic transformation.TCA.succinate dehydrogenase	SDH2-3
at2g08975	35.2	35.2	35.2
at1g80630	35.2	35.2	35.2
at1g40129	35.2	35.2	35.2
at2g42240	GMM:27.4	RNA.RNA binding	35.2
at1g72450	GMM:35.2	not assigned.unknown	TIFY11B;JAZ6
at5g44940	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g08130	GMM:28.1	DNA.synthesis/chromatin structure	LIG1;ATLIG1
at5g32440	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g26360	GMM:29.6	protein.folding	35.2
at4g37500	GMM:23.2	nucleotide metabolism.degradation	35.2
