IDENTIFIER	BINCODE	BinName	TrivialName
at5g53030	35.2	35.2	35.2
at1g75680	GMM:26.3.4	"misc.gluco-, galacto- and mannosidases.endoglucanase"	AtGH9B7
at3g55940	GMM:30.4.4	signalling.phosphinositides.phosphoinositide phospholipase C	35.2
at5g11250	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at5g35918	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g27790	35.2	35.2	35.2
at4g03200	35.2	35.2	35.2
at1g15970	GMM:28.2	DNA.repair	35.2
at3g05140	GMM:29.4.1.56	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VI	RBK2
at4g36515	35.2	35.2	35.2
at1g02813	35.2	35.2	35.2
at5g45070	GMM:20.1.2	stress.biotic.receptors	PP2-A8
at1g35580	GMM:2.2.1.3.1	major CHO metabolism.degradation.sucrose.invertases.neutral	CINV1
at1g14490	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at1g19070	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g58100	35.2	35.2	35.2
at3g23540	35.2	35.2	35.2
at2g14350	35.2	35.2	35.2
at5g65180	35.2	35.2	35.2
at2g12360	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g57120	GMM:29.4	protein.postranslational modification	35.2
at2g30120	35.2	35.2	35.2
at5g19729	35.2	35.2	35.2
at3g11745	35.2	35.2	35.2
at5g61660	GMM:35.1.40	not assigned.no ontology.glycine rich proteins	35.2
atcg00580	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	PSBE
at1g55280	35.2	35.2	35.2
at5g37381	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at3g11505	GMM:29.2.7.1.15	protein.synthesis.transfer RNA.nucleus.tRNA-Pro	35.2
at3g47130	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g42490	35.2	35.2	35.2
at5g08430	35.2	35.2	35.2
at3g44000	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at2g25620	GMM:29.4	protein.postranslational modification	DBP1
at2g17442	35.2	35.2	35.2
at4g34881	35.2	35.2	35.2
at4g29050	GMM:30.2.19	signalling.receptor kinases.legume-lectin	35.2
at4g28690	35.2	35.2	35.2
at2g24720	GMM:30.1	signalling.in sugar and nutrient physiology	ATGLR2.2
at5g24825	GMM:32	"micro RNA, natural antisense etc"	35.2
at5g40640	35.2	35.2	35.2
at2g31290	35.2	35.2	35.2
at1g65346	35.2	35.2	35.2
at2g19893	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at1g74950	35.2	35.2	JAZ2
at5g67411	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g08890	GMM:34.2	transport.sugars	35.2
at2g05940	GMM:29.4.1.57	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII	35.2
at1g03890	GMM:33.1	development.storage proteins	35.2
at5g38080	35.2	35.2	35.2
at1g26460	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at3g29739	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at1g68310	35.2	35.2	AE7
at1g71780	35.2	35.2	35.2
at2g01840	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at1g06650	GMM:21.2	redox.ascorbate and glutathione	35.2
at4g39955	35.2	35.2	35.2
at1g30755	35.2	35.2	35.2
at2g21080	35.2	35.2	35.2
at2g21560	35.2	35.2	35.2
at1g14280	GMM:30.11	signalling.light	PKS2
at3g30436	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g43190	GMM:2.2.1.5	major CHO metabolism.degradation.sucrose.Susy	ATSUS4
at4g04450	GMM:27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family	AtWRKY42
at3g14210	GMM:26.28;GMM:16.5.1.3.1	misc.GDSL-motif lipase;secondary metabolism.sulfur-containing.glucosinolates.degradation.myrosinase	ESM1
at2g44570	GMM:26.3.4	"misc.gluco-, galacto- and mannosidases.endoglucanase"	AtGH9B12
at3g19090	GMM:27.4	RNA.RNA binding	35.2
at1g31660	35.2	35.2	35.2
at3g45150	GMM:27.3.29	RNA.regulation of transcription.TCP transcription factor family	TCP16
at5g39090	GMM:16.8.1.21	secondary metabolism.flavonoids.anthocyanins.anthocyanin 5-aromatic acyltransferase	35.2
at3g43910	35.2	35.2	35.2
atmg01300	35.2	35.2	ORF136A
at1g57110	GMM:29.2.7.1.19	protein.synthesis.transfer RNA.nucleus.tRNA-Tyr	35.2
at4g04953	35.2	35.2	35.2
at5g28288	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at1g71070	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at1g47830	GMM:31.4	cell.vesicle transport	35.2
at3g42432	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g47490	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane	NDT1
at5g60470	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	35.2
at5g62900	35.2	35.2	35.2
at5g22000	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	RHF2A
at4g08160	35.2	35.2	35.2
at1g49840	35.2	35.2	35.2
at5g12980	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at5g49525	35.2	35.2	35.2
at5g44120	GMM:33.1	development.storage proteins	CRA1
at1g15890	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at1g03400	GMM:17.5.1	hormone metabolism.ethylene.synthesis-degradation	35.2
at1g15015	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g27410	GMM:33.99	development.unspecified	ANAC072
at5g16410	GMM:16.2	secondary metabolism.phenylpropanoids	35.2
at4g35670	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at3g16930	35.2	35.2	35.2
at1g73090	35.2	35.2	35.2
at5g42320	GMM:29.5.7	protein.degradation.metalloprotease	35.2
at1g36770	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g30064	GMM:20.1.7	stress.biotic.PR-proteins	LCR61
at4g24310	35.2	35.2	35.2
at5g36680	35.2	35.2	35.2
at5g28280	GMM:16.7	secondary metabolism.wax	35.2
at3g51090	35.2	35.2	35.2
at3g09870	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at2g12800	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g39380	35.2	35.2	35.2
at5g38520	35.2	35.2	35.2
at3g63260	GMM:29.4	protein.postranslational modification	ATMRK1
at1g61380	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like	SD1-29
at3g54390	GMM:27.3.30	RNA.regulation of transcription.triple-helix transcription factor family (Trihelix)	35.2
at3g07565	35.2	35.2	35.2
at5g09210	35.2	35.2	35.2
at4g07550	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g16440	GMM:33.99	development.unspecified	35.2
at2g28950	GMM:10.7	cell wall.modification	ATHEXP ALPHA 1.8
at5g27020	35.2	35.2	35.2
at1g61255	35.2	35.2	35.2
at5g05140	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at3g42434	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g42725	35.2	35.2	35.2
at1g19260	35.2	35.2	35.2
at3g18165	GMM:20.1	stress.biotic	MOS4
at4g19860	GMM:11.8.10	"lipid metabolism.exotics (steroids, squalene etc).phosphatidylcholine-sterol O-acyltransferase"	35.2
at5g13260	35.2	35.2	35.2
at1g06170	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	35.2
at3g26270	GMM:26.10	misc.cytochrome P450	CYP71B25
at4g08230	GMM:35.1.40	not assigned.no ontology.glycine rich proteins	35.2
at5g47635	35.2	35.2	35.2
at4g15940	GMM:13.2.6.2	amino acid metabolism.degradation.aromatic aa.tyrosine	35.2
at1g73990	GMM:29.5	protein.degradation	SPPA1
at5g36223	35.2	35.2	35.2
at2g22910	GMM:26.24	misc.GCN5-related N-acetyltransferase	NAGS1
at3g51960	GMM:27.3.35	RNA.regulation of transcription.bZIP transcription factor family	BZIP24
at4g14660	GMM:27.2	RNA.transcription	NRPE7
at4g07670	GMM:29.5	protein.degradation	35.2
at2g39560	35.2	35.2	35.2
at5g27660	GMM:29.5.5	protein.degradation.serine protease	35.2
at5g57980	GMM:27.2	RNA.transcription	RPB5C
at3g21110	GMM:23.1.2.7	nucleotide metabolism.synthesis.purine.SAICAR synthetase	ATPURC
at5g04700	35.2	35.2	35.2
at4g10380	GMM:34.19.3	transport.major intrinsic proteins.NIP	NIP5;1
at4g38220	GMM:29.5	protein.degradation	35.2
at5g43960	GMM:29.3.1	protein.targeting.nucleus	35.2
at3g02790	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	35.2
at2g10340	35.2	35.2	35.2
at2g22280	GMM:29.2.7.1.2	protein.synthesis.transfer RNA.nucleus.tRNA-Arg	35.2
at1g31290	GMM:27.3.36	RNA.regulation of transcription.argonaute transcription factor family	AGO3
at5g17450	GMM:15.2	"metal handling.binding, chelation and storage"	HIPP21
at3g18610	GMM:30.5;GMM:29.2.2.3.1	signalling.G-proteins;protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs	NUC-L2
at3g29350	GMM:30.10	signalling.phosphorelay	AHP2
at1g05630	GMM:3.4.5	minor CHO metabolism.myo-inositol.inositol phosphatase	AT5PTASE13
at1g55840	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	35.2
at4g11270	GMM:33.99	development.unspecified	35.2
at3g31320	35.2	35.2	35.2
at1g11120	35.2	35.2	35.2
at5g40450	35.2	35.2	35.2
at3g43307	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g56280	GMM:29.4	protein.postranslational modification	35.2
at3g05930	GMM:20.2.99	stress.abiotic.unspecified	GLP8
at3g42712	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at2g27950	35.2	35.2	35.2
at2g45840	35.2	35.2	35.2
at1g12990	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	35.2
at3g20940	GMM:26.10	misc.cytochrome P450	CYP705A30
at3g52300	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase	ATPQ
at3g28740	GMM:26.10	misc.cytochrome P450	CYP81D1
at4g13256	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at5g31758	35.2	35.2	35.2
at1g70310	GMM:22.1.6	polyamine metabolism.synthesis.spermidine synthase	SPDS2
at5g40970	35.2	35.2	35.2
at2g41860	GMM:30.3	signalling.calcium	CPK14
at5g19640	GMM:34.13	transport.peptides and oligopeptides	35.2
at1g06100	GMM:11.2.1	lipid metabolism.FA desaturation.desaturase	35.2
at5g32517	35.2	35.2	35.2
at4g13965	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g59250	GMM:34.2	transport.sugars	35.2
at2g07701	35.2	35.2	35.2
at5g10980	GMM:28.1.3.2.3	DNA.synthesis/chromatin structure.histone.core.H3	35.2
at1g02700	35.2	35.2	35.2
at3g02720	35.2	35.2	35.2
at4g07332	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at1g67630	GMM:28.1	DNA.synthesis/chromatin structure	POLA2
at4g13520	35.2	35.2	SMAP1
at3g01770	GMM:27.3.52	RNA.regulation of transcription.global transcription factor group	BET10
at1g30475	35.2	35.2	35.2
at1g27540	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g16290	GMM:13.1.4.1.1	amino acid metabolism.synthesis.branched chain group.common.acetolactate synthase	VAT1
at1g33510	35.2	35.2	35.2
at1g45403	35.2	35.2	35.2
at1g77660	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase	35.2
at4g22430	35.2	35.2	35.2
at4g00356	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at3g58080	35.2	35.2	35.2
at3g04840	GMM:29.2.1.2.1.53	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3A	35.2
at1g49832	35.2	35.2	35.2
at1g21475	35.2	35.2	35.2
at2g31080	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at4g24020	GMM:27.3.60	RNA.regulation of transcription.NIN-like bZIP-related family	NLP7
at5g53670	35.2	35.2	35.2
at5g60900	GMM:29.4	protein.postranslational modification	RLK1
at5g01760	GMM:31.4	cell.vesicle transport	35.2
at3g19990	35.2	35.2	35.2
at1g04850	GMM:29.5.11	protein.degradation.ubiquitin	35.2
at5g64090	35.2	35.2	35.2
at5g14090	35.2	35.2	35.2
at3g16810	GMM:27.4;GMM:35.1.12	RNA.RNA binding;not assigned.no ontology.pumilio/Puf RNA-binding domain-containing protein	APUM24
at5g32521	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at1g47820	35.2	35.2	35.2
at2g06160	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g17155	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at4g13100	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at1g78400	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at2g20625	35.2	35.2	35.2
at1g56850	GMM:29.2.7.1.16	protein.synthesis.transfer RNA.nucleus.tRNA-Ser	35.2
at4g13262	GMM:16.2	secondary metabolism.phenylpropanoids	35.2
at3g18030	GMM:18.4.7;GMM:20.2.3	Co-factor and vitamine metabolism.pantothenate.phosphopantothenoylcysteine decarboxylase (PPCDC);stress.abiotic.drought/salt	HAL3A
at5g20810	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at2g41240	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	BHLH100
at2g10140	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at5g40930	GMM:29.3.2	protein.targeting.mitochondria	TOM20-4
at2g01870	35.2	35.2	35.2
atcg00320	GMM:29.2.7.2.14	protein.synthesis.transfer RNA.plastid.tRNA-Phe	35.2
at5g58240	GMM:26.1	misc.misc2	FHIT
at1g61880	GMM:29.2.7.1.18	protein.synthesis.transfer RNA.nucleus.tRNA-Trp	35.2
at3g61830	GMM:27.3.4	RNA.regulation of transcription.auxin response transcription factor family (ARF)	ARF18
at1g70210	GMM:31.3	cell.cycle	CYCD1;1
at3g13820	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g37710	GMM:30.3	signalling.calcium	35.2
at3g28685	GMM:29.2.7.1.1	protein.synthesis.transfer RNA.nucleus.tRNA-Ala	35.2
at4g19191	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at3g61721	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at5g23030	GMM:33.99	development.unspecified	TET12
at1g41746	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g70890	GMM:20.2.99	stress.abiotic.unspecified	MLP43
at4g15960	GMM:26.1	misc.misc2	35.2
at2g47275	GMM:32	"micro RNA, natural antisense etc"	35.2
at5g44980	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g49850	GMM:26.16	misc.myrosinases-lectin-jacalin	35.2
at1g71400	GMM:20.1.7	stress.biotic.PR-proteins	AtRLP12
at3g15640	GMM:9.7	mitochondrial electron transport / ATP synthesis.cytochrome c oxidase	35.2
at3g45910	35.2	35.2	35.2
at5g46560	35.2	35.2	35.2
at4g22040	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g28690	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at1g52942	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	35.2
at1g55450	GMM:33.99	development.unspecified	35.2
at1g07220	35.2	35.2	35.2
at4g21364	35.2	35.2	35.2
at3g26147	35.2	35.2	35.2
at2g12640	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at2g06850	GMM:10.7	cell wall.modification	XTH4
at1g71520	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	35.2
at5g28664	35.2	35.2	35.2
at3g02125	35.2	35.2	35.2
at3g50750	GMM:17.3.2.2	hormone metabolism.brassinosteroid.signal transduction.BZR	BEH1
at1g32960	GMM:29.5.1	protein.degradation.subtilases	SBT3.3
at2g29430	35.2	35.2	35.2
at1g17660	GMM:29.2.7.1.4	protein.synthesis.transfer RNA.nucleus.tRNA-Asp	35.2
at1g34405	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g77880	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g34400	35.2	35.2	35.2
at1g53650	GMM:27.4	RNA.RNA binding	CID8
at4g01030	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at5g06980	35.2	35.2	35.2
at2g11773	35.2	35.2	35.2
at4g24960	GMM:17.1.3	hormone metabolism.abscisic acid.induced-regulated-responsive-activated	HVA22D
at5g62700	GMM:31.1	cell.organisation	TUB3
at1g62390	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	Phox2
at4g28250	GMM:10.7	cell wall.modification	EXPB3
at5g66380	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane	ATFOLT1
at4g07770	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at5g42770	35.2	35.2	35.2
at1g11655	35.2	35.2	35.2
at2g02590	35.2	35.2	35.2
at4g08410	GMM:10.5.4	cell wall.cell wall proteins.HRGP	35.2
at1g18486	35.2	35.2	35.2
at5g08630	GMM:27.3.62	RNA.regulation of transcription.nucleosome/chromatin assembly factor group	35.2
at2g13180	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g32870	35.2	35.2	35.2
at5g04853	35.2	35.2	35.2
at4g23390	35.2	35.2	35.2
at1g57830	GMM:35.1.6	not assigned.no ontology.Toll-interleukin-resistance (TIR) domain-containing protein	35.2
at1g44020	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at1g47400	35.2	35.2	35.2
at1g28490	GMM:31.4	cell.vesicle transport	OSM1
at3g02170	35.2	35.2	LNG2
at3g50330	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	HEC2
at3g23480	GMM:11.3.7	lipid metabolism.phospholipid synthesis.cyclopropane-fatty-acyl-phospholipid synthase	35.2
at1g56870	GMM:29.2.7.1.19	protein.synthesis.transfer RNA.nucleus.tRNA-Tyr	35.2
at2g44270	35.2	35.2	ROL5
at3g22730	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at2g48090	GMM:30.8	signalling.misc	35.2
at1g01150	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	35.2
atmg00270	GMM:9.1.2	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear	NAD6
at4g19905	GMM:20.1.7	stress.biotic.PR-proteins	LCR38
at2g14160	35.2	35.2	35.2
at2g28220	GMM:29.5.4	protein.degradation.aspartate protease	35.2
at3g18230	35.2	35.2	35.2
at2g23700	35.2	35.2	35.2
at1g09000	GMM:29.4	protein.postranslational modification	ANP1
at1g23890	35.2	35.2	35.2
at4g15800	GMM:30.8	signalling.misc	RALFL33
at2g15110	35.2	35.2	35.2
at5g32072	GMM:4.1.3	glycolysis.cytosolic branch.glucose-6-phosphate isomerase	35.2
at5g11550	35.2	35.2	35.2
at1g67148	35.2	35.2	35.2
at1g59865	35.2	35.2	35.2
at3g04230	GMM:29.2.1.2.1.16	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S16	35.2
at1g32900	GMM:2.1.2.2	major CHO metabolism.synthesis.starch.starch synthase	35.2
at5g09310	35.2	35.2	35.2
at5g17840	GMM:29.6	protein.folding	35.2
at4g32860	35.2	35.2	35.2
at4g32590	GMM:1.1.5.2	PS.lightreaction.other electron carrier (ox/red).ferredoxin	35.2
at3g32035	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at4g32380	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at2g44810	GMM:17.7.1.1	hormone metabolism.jasmonate.synthesis-degradation.lipases	DAD1
at4g00700	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	35.2
at1g09155	GMM:31.1	cell.organisation	AtPP2-B15
at3g63270	35.2	35.2	35.2
at3g02510	GMM:31.2	cell.division	35.2
at5g65687	35.2	35.2	35.2
at1g28090	GMM:27.1	RNA.processing	35.2
at1g24450	GMM:27.1.19	RNA.processing.ribonucleases	NFD2
at5g61830	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)	35.2
at4g11350	35.2	35.2	35.2
at3g43825	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g07720	GMM:11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	KCS3
at1g48145	35.2	35.2	35.2
at5g12440	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at2g02741	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g72610	GMM:20.2.99	stress.abiotic.unspecified	ATGER1
at2g47020	GMM:29.2.5	protein.synthesis.release	35.2
at3g50380	35.2	35.2	35.2
at4g22754	GMM:29.2.7.1.12	protein.synthesis.transfer RNA.nucleus.tRNA-Lys	35.2
at3g13560	GMM:26.4.1	"misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase"	35.2
at1g15820	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II	LHCB6
at2g40700	GMM:29.2.2.2.1;GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.assembly factors.DExD-box helicases;protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs	35.2
at4g39150	GMM:20.2.1	stress.abiotic.heat	35.2
at2g45930	35.2	35.2	35.2
at4g01533	35.2	35.2	35.2
at3g33070	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at4g32540	GMM:26.7	"misc.oxidases - copper, flavone etc"	YUC
at1g75580	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at3g21590	GMM:33.99	development.unspecified	35.2
at1g42635	35.2	35.2	35.2
at5g62040	35.2	35.2	35.2
at5g11430	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at2g40660	GMM:29.1	protein.aa activation	35.2
at1g58260	GMM:26.10	misc.cytochrome P450	CYP79C3P
at3g12510	35.2	35.2	35.2
at3g43828	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at3g30847	35.2	35.2	35.2
at1g34120	GMM:3.4.1	minor CHO metabolism.myo-inositol.poly-phosphatases	ATIP5PI
at5g24000	35.2	35.2	35.2
at3g63300	35.2	35.2	FKD1
at5g04690	35.2	35.2	35.2
at2g33170	GMM:30.2.11	signalling.receptor kinases.leucine rich repeat XI	35.2
at1g27752	35.2	35.2	35.2
at3g33595	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at2g32650	35.2	35.2	35.2
at4g28340	35.2	35.2	35.2
at2g04770	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at3g27831	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at3g58640	GMM:29.4	protein.postranslational modification	35.2
at5g67010	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	35.2
at3g43770	35.2	35.2	35.2
at3g33520	GMM:31.1	cell.organisation	ARP6
at3g09060	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at2g30432	35.2	35.2	TCL1
at4g14410	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	bHLH104
at5g53110	35.2	35.2	35.2
at2g36985	GMM:33.99	development.unspecified	DVL16
at5g50040	GMM:26.18	misc.invertase/pectin methylesterase inhibitor family protein	35.2
at5g53550	GMM:34.12	transport.metal	YSL3
at1g60770	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at1g11200	35.2	35.2	35.2
at4g19902	35.2	35.2	35.2
at2g04030	GMM:20.2.1	stress.abiotic.heat	AtHsp90.5
at1g18010	35.2	35.2	35.2
at3g58540	35.2	35.2	35.2
at5g42680	35.2	35.2	35.2
at4g00040	GMM:16.8.2	secondary metabolism.flavonoids.chalcones	35.2
at5g12950	35.2	35.2	35.2
at4g06735	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at2g12810	35.2	35.2	35.2
at3g44005	35.2	35.2	35.2
at4g31350	35.2	35.2	35.2
at1g57270	GMM:29.2.7.1.16	protein.synthesis.transfer RNA.nucleus.tRNA-Ser	35.2
at5g61865	35.2	35.2	35.2
at1g22840	GMM:9.6	mitochondrial electron transport / ATP synthesis.cytochrome c	ATCYTC-A
at2g17036	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g20630	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease	ATUBP14
at1g75450	GMM:17.4.1	hormone metabolism.cytokinin.synthesis-degradation	ATCKX5
at2g46570	GMM:16.10	secondary metabolism.simple phenols	LAC6
at1g08310	35.2	35.2	35.2
at4g25980	GMM:26.12	misc.peroxidases	35.2
at3g11970	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g32490	GMM:26.19	misc.plastocyanin-like	AtENODL4
at4g04070	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase	35.2
at3g12650	35.2	35.2	35.2
at5g46115	35.2	35.2	35.2
at2g35382	GMM:29.2.2.3.2	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNAs	35.2
at1g58030	GMM:34.3	transport.amino acids	CAT2
at2g37500	GMM:13.1.2.3.2	amino acid metabolism.synthesis.glutamate family.arginine.acetylglutamate kinase	35.2
at2g30650	GMM:13.2.6.3	amino acid metabolism.degradation.aromatic aa.tryptophan	35.2
